HTTP,image1M.jpg,1033414,0.6355558,C#
WebSocket,image1M.jpg,1033414,0.1973482,C#
FTP,image1M.jpg,1033414,1.2667849,C#
FTPS,image1M.jpg,1033414,1.3023647,C#
SFTP,image1M.jpg,1033414,1.87633,C#
HTTPS,image1M.jpg,1033414,0.6858077,C#
WebDav,image1M.jpg,1033414,0.8065338,C#
